,city,country,subcountry,geonameid
11395,kāshmar,iran,razavi khorasan,128447
11396,kāshān,iran,isfahan,128477
11397,karaj,iran,alborz,128747
11398,kangāvar,iran,kermānshāh,128831
11399,kāmyārān,iran,kordestān,128905
11400,kalāleh,iran,golestān,129512
11401,jūybār,iran,māzandarān,129933
11402,javānrūd,iran,kermānshāh,130245
11403,īlām,iran,īlām,130802
11404,harsīn,iran,kermānshāh,131962
11405,hamadān,iran,hamadān,132144
11406,gorgān,iran,golestān,132892
11407,gonbad-e kāvūs,iran,golestān,132938
11408,gonābād,iran,razavi khorasan,132961
11409,golpāyegān,iran,isfahan,133037
11410,gerāsh,iran,fars,133595
11411,bandar-e ganāveh,iran,bushehr,134217
11412,fūman,iran,gīlān,134441
11413,fīrūzābād,iran,fars,134518
11414,fereydūnkenār,iran,māzandarān,134602
11415,fasā,iran,fars,134721
11416,fārsān,iran,chahār maḩāll va bakhtīārī,134762
11417,esfarāyen,iran,khorāsān-e shomālī,135298
11418,shahrud,iran,semnān,135423
11419,dogonbadan,iran,kohgīlūyeh va būyer aḩmad,136014
11420,delījān,iran,markazi,136399
11421,dehlorān,iran,īlām,136702
11422,dehdasht,iran,kohgīlūyeh va būyer aḩmad,136987
11423,sūsangerd,iran,khuzestan,137268
11424,darreh shahr,iran,īlām,137436
11425,dārāb,iran,fars,137956
11426,dāmghān,iran,semnān,138025
11427,damāvand,iran,tehrān,138042
11428,chenārān,iran,razavi khorasan,138742
11429,chālūs,iran,māzandarān,139223
11430,bandar-e būshehr,iran,bushehr,139817
11431,būkān,iran,āz̄ārbāyjān-e gharbī,139889
11432,borūjerd,iran,lorestān,140044
11433,borūjen,iran,chahār maḩāll va bakhtīārī,140046
11434,borāzjān,iran,bushehr,140097
11435,bojnūrd,iran,khorāsān-e shomālī,140380
11436,bīrjand,iran,khorāsān-e jonūbī,140463
11437,bījār,iran,kordestān,140521
11438,bonāb,iran,east azerbaijan,140889
11439,behshahr,iran,māzandarān,140918
11440,behbahān,iran,khuzestan,140951
11441,bāneh,iran,kordestān,141584
11442,bandar-e lengeh,iran,hormozgan,141665
11443,bandar-e anzalī,iran,gīlān,141679
11444,bandar ‘abbās,iran,hormozgan,141681
11445,bam,iran,kerman,141736
11446,bahār,iran,hamadān,142000
11447,bāfq,iran,yazd,142255
11448,bābolsar,iran,māzandarān,142358
11449,bābol,iran,māzandarān,142363
11450,aznā,iran,lorestān,142496
11451,hashtrūd,iran,east azerbaijan,142554
11452,āstārā,iran,gīlān,142676
11453,āstāneh-ye ashrafīyeh,iran,gīlān,142679
11454,asadābād,iran,hamadān,142872
11455,ardestān,iran,isfahan,143052
11456,ardakān,iran,yazd,143073
11457,ardabīl,iran,ardabīl,143083
11458,arāk,iran,markazi,143127
11459,āmol,iran,māzandarān,143534
11460,alvand,iran,zanjan,143748
11461,shahrīār,iran,tehrān,143860
11462,alīgūdarz,iran,lorestān,143921
11463,aleshtar,iran,lorestān,144269
11464,akbarābād,iran,fars,144410
11465,‘ajab shīr,iran,east azerbaijan,144443
11466,ahvaz,iran,khuzestan,144448
11467,ahar,iran,east azerbaijan,144616
11468,aghajari,iran,khuzestan,144696
11469,ābyek,iran,markazi,144794
11470,abhar,iran,zanjan,145034
11471,ābdānān,iran,īlām,145233
11472,ābādeh,iran,fars,145449
11473,abadan,iran,khuzestan,145459
11474,eqbālīyeh,iran,tehrān,406993
11475,shāhreẕā,iran,isfahan,417594
11476,rehnān,iran,isfahan,418521
11477,qahderījān,iran,isfahan,418571
11478,najafābād,iran,isfahan,418606
11479,khomeynī shahr,iran,isfahan,418710
11480,kelīshād va sūdarjān,iran,isfahan,418723
11481,falāvarjān,iran,isfahan,418851
11482,isfahan,iran,isfahan,418863
11483,dowlatābād,iran,isfahan,418868
11484,dorcheh pīāz,iran,isfahan,418896
11485,zābol,iran,sistan and baluchestan,1113217
11486,zahedan,iran,sistan and baluchestan,1159301
11487,torbat-e jām,iran,razavi khorasan,1159362
11488,tāybād,iran,razavi khorasan,1159384
11489,sarakhs,iran,razavi khorasan,1159716
11490,qaşr-e qand,iran,sistan and baluchestan,1159877
11491,khāsh,iran,sistan and baluchestan,1160571
11492,īrānshahr,iran,sistan and baluchestan,1160939
11493,chabahar,iran,sistan and baluchestan,1161724
11494,mahdishahr,iran,semnān,7100777
11495,pasragad branch,iran,hamadān,10630176
11496,akureyri,iceland,northeast,2633274
11497,reykjavík,iceland,capital region,3413829
11498,kópavogur,iceland,capital region,3415212
11499,hafnarfjörður,iceland,capital region,3416706
11500,vittoria,italy,sicily,2522713
11501,villabate,italy,sicily,2522767
11502,vibo valentia,italy,calabria,2522776
11503,trapani,italy,sicily,2522876
11504,termini imerese,italy,sicily,2522960
11505,siracusa,italy,sicily,2523083
11506,sinnai,italy,sardinia,2523087
11507,siderno,italy,calabria,2523113
11508,sestu,italy,sardinia,2523136
11509,selargius,italy,sardinia,2523166
11510,scordia,italy,sicily,2523180
11511,scicli,italy,sicily,2523192
11512,sciacca,italy,sicily,2523194
11513,san giovanni la punta,italy,sicily,2523460
11514,san giovanni in fiore,italy,calabria,2523461
11515,san cataldo,italy,sicily,2523513
11516,rossano stazione,italy,calabria,2523577
11517,rosolini,italy,sicily,2523581
11518,ribera,italy,sicily,2523619
11519,reggio calabria,italy,calabria,2523630
11520,ragusa,italy,sicily,2523650
11521,quattromiglia,italy,calabria,2523664
11522,quartu sant'elena,italy,sardinia,2523665
11523,pozzallo,italy,sicily,2523693
11524,porto empedocle,italy,sicily,2523705
11525,piazza armerina,italy,sicily,2523796
11526,paternò,italy,sicily,2523866
11527,partinico,italy,sicily,2523871
11528,palmi,italy,calabria,2523902
11529,palma di montechiaro,italy,sicily,2523908
11530,palermo,italy,sicily,2523920
11531,palagonia,italy,sicily,2523927
11532,pachino,italy,sicily,2523938
11533,oristano,italy,sardinia,2523964
11534,noto,italy,sicily,2523998
11535,niscemi,italy,sicily,2524006
