,city,country,subcountry,geonameid
2291,guajará mirim,brazil,rondônia,3925075
2292,cacoal,brazil,rondônia,3925212
2293,aparecida de goiânia,brazil,goiás,6316406
2294,campinas,brazil,santa catarina,6316729
2295,jaboatão dos guararapes,brazil,pernambuco,6317344
2296,lauro de freitas,brazil,bahia,6317464
2297,pinhais,brazil,paraná,6317953
2298,rio preto da eva,brazil,amazonas,6318165
2299,simões filho,brazil,bahia,6318694
2300,sinop,brazil,mato grosso,6318696
2301,cambebba,brazil,ceará,6693804
2302,trindade,brazil,santa catarina,7874479
2303,freguesia do ribeirao da ilha,brazil,santa catarina,7874492
2304,nassau,bahamas,new providence,3571824
2305,lucaya,bahamas,freeport,3571971
2306,freeport,bahamas,freeport,3572375
2307,thimphu,bhutan,thimphu,1252416
2308,punākha,bhutan,punakha,1252479
2309,phuntsholing,bhutan,chukha district,1252484
2310,tsirang,bhutan,chirang,1252608
2311,tonota,botswana,central,933000
2312,thamaga,botswana,kweneng,933018
2313,serowe,botswana,central,933088
2314,selebi-phikwe,botswana,central,933099
2315,ramotswa,botswana,south east,933141
2316,palapye,botswana,central,933182
2317,mosopa,botswana,southern,933271
2318,molepolole,botswana,kweneng,933305
2319,mogoditshane,botswana,kweneng,933331
2320,mochudi,botswana,kgatleng,933340
2321,maun,botswana,north west,933366
2322,mahalapye,botswana,central,933471
2323,lobatse,botswana,south east,933521
2324,letlhakane,botswana,central,933535
2325,kanye,botswana,southern,933685
2326,janeng,botswana,south east,933719
2327,gaborone,botswana,south east,933773
2328,francistown,botswana,north east,933778
2329,horad zhodzina,belarus,minsk,618800
2330,zhlobin,belarus,gomel,618806
2331,vitebsk,belarus,vitebsk,620127
2332,vilyeyka,belarus,minsk,620181
2333,vawkavysk,belarus,grodnenskaya,620391
2334,svyetlahorsk,belarus,gomel,621074
2335,stowbtsy,belarus,minsk,621266
2336,smarhon’,belarus,grodnenskaya,621713
2337,slutsk,belarus,minsk,621741
2338,slonim,belarus,grodnenskaya,621754
2339,shchuchin,belarus,grodnenskaya,622113
2340,salihorsk,belarus,minsk,622428
2341,rahachow,belarus,gomel,622739
2342,rechytsa,belarus,gomel,622794
2343,pruzhany,belarus,brest,622997
2344,polatsk,belarus,vitebsk,623317
2345,pinsk,belarus,brest,623549
2346,pastavy,belarus,vitebsk,623760
2347,asipovichy,belarus,mogilev,624034
2348,orsha,belarus,vitebsk,624079
2349,novoye medvezhino,belarus,minsk city,624400
2350,navapolatsk,belarus,vitebsk,624784
2351,navahrudak,belarus,grodnenskaya,624785
2352,minsk,belarus,minsk city,625144
2353,mazyr,belarus,gomel,625324
2354,masty,belarus,grodnenskaya,625367
2355,mar’’ina horka,belarus,minsk,625409
2356,maladzyechna,belarus,minsk,625625
2357,mahilyow,belarus,mogilev,625665
2358,lyepyel’,belarus,vitebsk,625743
2359,luninyets,belarus,brest,625818
2360,lida,belarus,grodnenskaya,626081
2361,krychaw,belarus,mogilev,626450
2362,kalodzishchy,belarus,minsk,627083
2363,kobryn,belarus,brest,627145
2364,kalinkavichy,belarus,gomel,627751
2365,ivatsevichy,belarus,brest,627800
2366,hrodna,belarus,grodnenskaya,627904
2367,horki,belarus,mogilev,627905
2368,gomel,belarus,gomel,627907
2369,hlybokaye,belarus,vitebsk,627908
2370,dzyarzhynsk,belarus,minsk,628634
2371,dobrush,belarus,gomel,629018
2372,bykhaw,belarus,mogilev,629447
2373,byaroza,belarus,brest,629454
2374,brest,belarus,brest,629634
2375,horad barysaw,belarus,minsk,630376
2376,baranovichi,belarus,brest,630429
2377,babruysk,belarus,mogilev,630468
2378,malinovka,belarus,minsk city,8020218
2379,san ignacio,belize,cayo,3581194
2380,orange walk,belize,orange walk,3581514
2381,belmopan,belize,cayo,3582672
2382,belize city,belize,belize,3582677
2383,abbotsford,canada,british columbia,5881791
2384,airdrie,canada,alberta,5882799
2385,ajax,canada,ontario,5882873
2386,alma,canada,quebec,5884083
2387,amos,canada,quebec,5884588
2388,anmore,canada,british columbia,5885383
2389,baie-comeau,canada,quebec,5889745
2390,barrie,canada,ontario,5894171
2391,beaconsfield,canada,quebec,5895650
2392,belleville,canada,ontario,5897884
2393,beloeil,canada,quebec,5898138
2394,blainville,canada,quebec,5903510
2395,boisbriand,canada,quebec,5905132
2396,boucherville,canada,quebec,5906267
2397,bradford west gwillimbury,canada,ontario,5907180
2398,brampton,canada,ontario,5907364
2399,brandon,canada,manitoba,5907896
2400,brant,canada,ontario,5907983
2401,brantford,canada,ontario,5907990
2402,brockville,canada,ontario,5909294
2403,brossard,canada,quebec,5909629
2404,burlington,canada,ontario,5911592
2405,burnaby,canada,british columbia,5911606
2406,calgary,canada,alberta,5913490
2407,cambridge,canada,ontario,5913695
2408,campbell river,canada,british columbia,5914132
2409,camrose,canada,alberta,5914653
2410,candiac,canada,quebec,5914826
2411,chambly,canada,quebec,5919566
2412,charlottetown,canada,prince edward island,5920288
2413,châteauguay,canada,quebec,5920433
2414,chilliwack,canada,british columbia,5921356
2415,clarence-rockland,canada,ontario,5923101
2416,cobourg,canada,ontario,5924579
2417,cochrane,canada,alberta,5924618
2418,collingwood,canada,ontario,5925975
2419,conception bay south,canada,newfoundland and labrador,5926511
2420,coquitlam,canada,british columbia,5927689
2421,corner brook,canada,newfoundland and labrador,5927969
2422,cornwall,canada,ontario,5928065
2423,côte-saint-luc,canada,quebec,5928488
2424,courtenay,canada,british columbia,5930890
2425,cranbrook,canada,british columbia,5931800
2426,dartmouth,canada,nova scotia,5935277
2427,delta,canada,british columbia,5937615
2428,deux-montagnes,canada,quebec,5938513
2429,dieppe,canada,new brunswick,5939219
2430,dollard-des ormeaux,canada,quebec,5940956
2431,dorval,canada,quebec,5941925
2432,drummondville,canada,quebec,5942845
2433,duncan,canada,british columbia,5943865
2434,edmonton,canada,alberta,5946768
2435,etobicoke,canada,ontario,5950267
2436,fort erie,canada,ontario,5955815
2437,fort mcmurray,canada,alberta,5955895
2438,fort st. john,canada,british columbia,5955960
2439,fredericton,canada,new brunswick,5957776
2440,gatineau,canada,quebec,5959974
2441,glace bay,canada,nova scotia,5961564
2442,granby,canada,quebec,5964215
2443,grande prairie,canada,alberta,5964347
2444,greater sudbury,canada,ontario,5964700
2445,greater napanee,canada,ontario,5965812
2446,guelph,canada,ontario,5967629
2447,hamilton,canada,ontario,5969782
2448,huntsville,canada,ontario,5978765
2449,joliette,canada,quebec,5987650
2450,kamloops,canada,british columbia,5989045
2451,kelowna,canada,british columbia,5990579
2452,keswick,canada,ontario,5991370
2453,kingston,canada,ontario,5992500
2454,kirkland,canada,quebec,5992830
2455,kitchener,canada,ontario,5992996
2456,langford,canada,british columbia,6049388
2457,langley,canada,british columbia,6049429
2458,langley,canada,british columbia,6049430
2459,la prairie,canada,quebec,6049863
2460,l'assomption,canada,quebec,6050263
2461,laval,canada,quebec,6050610
2462,leduc,canada,alberta,6051562
2463,lethbridge,canada,alberta,6053154
2464,lloydminster,canada,saskatchewan,6058024
2465,london,canada,ontario,6058560
2466,longueuil,canada,quebec,6059891
2467,magog,canada,quebec,6064180
2468,maple ridge,canada,british columbia,6065686
2469,markham,canada,ontario,6066513
2470,mascouche,canada,quebec,6067494
2471,medicine hat,canada,alberta,6071618
2472,midland,canada,ontario,6073363
2473,milton,canada,ontario,6074377
2474,mirabel,canada,quebec,6075061
2475,miramichi,canada,new brunswick,6075081
2476,mississauga,canada,ontario,6075357
2477,moncton,canada,new brunswick,6076211
2478,montréal,canada,quebec,6077243
2479,mont-royal,canada,quebec,6077315
2480,mont-saint-hilaire,canada,quebec,6077340
2481,moose jaw,canada,saskatchewan,6078112
2482,mount pearl,canada,newfoundland and labrador,6082231
2483,nanaimo,canada,british columbia,6085772
2484,new glasgow,canada,nova scotia,6087579
2485,newmarket,canada,ontario,6087701
2486,new westminster,canada,british columbia,6087844
2487,niagara falls,canada,ontario,6087892
2488,norfolk county,canada,ontario,6089125
2489,north battleford,canada,saskatchewan,6089404
2490,north bay,canada,ontario,6089426
2491,north cowichan,canada,british columbia,6089661
2492,north vancouver,canada,british columbia,6090785
2493,north york,canada,ontario,6091104
2494,oak bay,canada,british columbia,6091919
2495,oakville,canada,ontario,6092122
2496,orangeville,canada,ontario,6094201
2497,orillia,canada,ontario,6094325
2498,oshawa,canada,ontario,6094578
2499,ottawa,canada,ontario,6094817
2500,owen sound,canada,ontario,6095645
2501,parksville,canada,british columbia,6098642
2502,pembroke,canada,ontario,6100832
2503,penticton,canada,british columbia,6101141
2504,petawawa,canada,ontario,6101606
2505,peterborough,canada,ontario,6101645
2506,pickering,canada,ontario,6104111
2507,pitt meadows,canada,british columbia,6105815
2508,pointe-claire,canada,quebec,6107325
2509,port alberni,canada,british columbia,6111632
2510,port colborne,canada,ontario,6111704
2511,port moody,canada,british columbia,6111962
2512,prince albert,canada,saskatchewan,6113335
2513,prince edward,canada,ontario,6113355
2514,prince george,canada,british columbia,6113365
2515,quinte west,canada,ontario,6115355
2516,rayside-balfour,canada,ontario,6117731
2517,red deer,canada,alberta,6118158
2518,regina,canada,saskatchewan,6119109
2519,repentigny,canada,quebec,6119518
2520,richmond,canada,british columbia,6122085
2521,richmond hill,canada,ontario,6122091
2522,rouyn-noranda,canada,quebec,6128577
2523,saguenay,canada,quebec,6137270
2524,saint-basile-le-grand,canada,quebec,6137489
2525,saint-bruno-de-montarville,canada,quebec,6137540
2526,saint-constant,canada,quebec,6137633
2527,sainte-catherine,canada,quebec,6137781
2528,sainte-julie,canada,quebec,6137941
2529,sainte-thérèse,canada,quebec,6138121
2530,saint-eustache,canada,quebec,6138175
2531,saint-hyacinthe,canada,quebec,6138374
2532,saint-jean-sur-richelieu,canada,quebec,6138495
2533,saint-jérôme,canada,quebec,6138501
2534,saint john,canada,new brunswick,6138517
2535,saint-laurent,canada,quebec,6138610
2536,saint-lazare,canada,quebec,6138617
2537,saint-léonard,canada,quebec,6138625
2538,salaberry-de-valleyfield,canada,quebec,6139289
2539,salmon arm,canada,british columbia,6139416
2540,sarnia,canada,ontario,6141190
2541,saskatoon,canada,saskatchewan,6141256
2542,sault ste. marie,canada,ontario,6141439
2543,sept-îles,canada,quebec,6144312
2544,shawinigan,canada,quebec,6145489
2545,sherbrooke,canada,quebec,6146143
2546,sherwood park,canada,alberta,6146279
2547,sorel-tracy,canada,quebec,6151352
2548,spruce grove,canada,alberta,6154383
2549,st. albert,canada,alberta,6155033
2550,st. catharines,canada,ontario,6155721
2551,stratford,canada,ontario,6157977
2552,st. thomas,canada,ontario,6158357
2553,surrey,canada,british columbia,6159905
2554,terrace,canada,british columbia,6162949
2555,terrebonne,canada,quebec,6163012
2556,thorold,canada,ontario,6165719
2557,thunder bay,canada,ontario,6166142
2558,timmins,canada,ontario,6166739
2559,toronto,canada,ontario,6167865
2560,trois-rivières,canada,quebec,6169141
2561,truro,canada,nova scotia,6169587
2562,val-d'or,canada,quebec,6173017
2563,vancouver,canada,british columbia,6173331
2564,varennes,canada,quebec,6173508
2565,vaudreuil-dorion,canada,quebec,6173570
2566,vaughan,canada,ontario,6173577
2567,vernon,canada,british columbia,6173864
2568,victoria,canada,british columbia,6174041
2569,victoriaville,canada,quebec,6174151
2570,waterloo,canada,ontario,6176823
2571,welland,canada,ontario,6177869
2572,west end,canada,british columbia,6178582
2573,westmount,canada,quebec,6179226
2574,whitehorse,canada,yukon,6180550
2575,white rock,canada,british columbia,6180961
2576,windsor,canada,ontario,6182962
2577,winnipeg,canada,manitoba,6183235
2578,woodstock,canada,ontario,6184365
2579,yellowknife,canada,northwest territories,6185377
2580,yorkton,canada,saskatchewan,6185607
2581,halifax,canada,nova scotia,6324729
2582,st. john's,canada,newfoundland and labrador,6324733
2583,québec,canada,quebec,6325494
2584,lévis,canada,quebec,6325521
2585,rimouski,canada,quebec,6354895
2586,rivière-du-loup,canada,quebec,6354897
2587,sydney,canada,nova scotia,6354908
2588,l'ancienne-lorette,canada,quebec,6534203
2589,edmundston,canada,new brunswick,6545023
2590,thetford-mines,canada,quebec,6943827
2591,scarborough,canada,ontario,6948711
2592,cole harbour,canada,nova scotia,7280414
2593,okanagan,canada,british columbia,7281931
2594,west kelowna,canada,british columbia,7281936
2595,bellechasse regional county municipality,canada,quebec,7302647
2596,jonquière,canada,quebec,7303786
2597,saint-augustin-de-desmaures,canada,quebec,7535681
2598,ladner,canada,british columbia,7602078
2599,walnut grove,canada,british columbia,7669012
2600,ancaster,canada,ontario,8285452
2601,west vancouver,canada,british columbia,8533869
2602,willowdale,canada,ontario,8558534
2603,lower sacvkille,canada,nova scotia,10287505
2604,west island,cocos islands,,7304591
2605,yangambi,democratic republic of the congo,eastern province,203717
2606,watsa,democratic republic of the congo,eastern province,204283
2607,wamba,democratic republic of the congo,eastern province,204318
2608,uvira,democratic republic of the congo,south kivu,204405
2609,tshikapa,democratic republic of the congo,kasaï-occidental,204953
2610,sake,democratic republic of the congo,nord kivu,205970
2611,mwene-ditu,democratic republic of the congo,kasaï-oriental,207570
2612,mweka,democratic republic of the congo,kasaï-occidental,207596
2613,mbuji-mayi,democratic republic of the congo,kasaï-oriental,209228
2614,lusambo,democratic republic of the congo,kasaï-oriental,210379
2615,luebo,democratic republic of the congo,kasaï-occidental,210939
2616,lubao,democratic republic of the congo,kasaï-oriental,211098
2617,lodja,democratic republic of the congo,kasaï-oriental,211647
2618,lisala,democratic republic of the congo,équateur,211734
2619,kongolo,democratic republic of the congo,katanga,212360
2620,kisangani,democratic republic of the congo,eastern province,212730
2621,kindu,democratic republic of the congo,maniema,212902
2622,kasongo,democratic republic of the congo,maniema,213940
2623,kananga,democratic republic of the congo,kasaï-occidental,214481
2624,kampene,democratic republic of the congo,maniema,214575
2625,kamina,democratic republic of the congo,katanga,214614
2626,kalemie,democratic republic of the congo,katanga,214974
2627,kabinda,democratic republic of the congo,kasaï-oriental,215527
2628,kabare,democratic republic of the congo,south kivu,215605
2629,kabalo,democratic republic of the congo,katanga,215668
2630,isiro,democratic republic of the congo,eastern province,215771
2631,ilebo,democratic republic of the congo,kasaï-occidental,215976
2632,goma,democratic republic of the congo,nord kivu,216281
2633,gbadolite,democratic republic of the congo,équateur,216404
2634,gandajika,democratic republic of the congo,kasaï-oriental,216449
2635,demba,democratic republic of the congo,kasaï-occidental,217389
2636,butembo,democratic republic of the congo,nord kivu,217562
2637,buta,democratic republic of the congo,eastern province,217570
2638,businga,democratic republic of the congo,équateur,217637
2639,bunia,democratic republic of the congo,eastern province,217695
2640,bumba,democratic republic of the congo,équateur,217745
2641,bukavu,democratic republic of the congo,south kivu,217831
2642,bukama,democratic republic of the congo,katanga,217834
2643,bondo,democratic republic of the congo,eastern province,218253
2644,boende,democratic republic of the congo,équateur,218680
2645,beni,democratic republic of the congo,nord kivu,219057
2646,basoko,democratic republic of the congo,eastern province,219414
2647,aketi,democratic republic of the congo,eastern province,220448
2648,lubumbashi,democratic republic of the congo,katanga,922704
2649,likasi,democratic republic of the congo,katanga,922741
2650,kolwezi,democratic republic of the congo,katanga,922773
2651,kipushi,democratic republic of the congo,katanga,922806
2652,kambove,democratic republic of the congo,katanga,923058
2653,tshela,democratic republic of the congo,bas-congo,2311127
2654,nioki,democratic republic of the congo,bandundu,2311968
2655,mushie,democratic republic of the congo,bandundu,2312249
2656,mbanza-ngungu,democratic republic of the congo,bas-congo,2312888
2657,mbandaka,democratic republic of the congo,équateur,2312895
2658,matadi,democratic republic of the congo,bas-congo,2313002
2659,mangai,democratic republic of the congo,bandundu,2313084
2660,libenge,democratic republic of the congo,équateur,2313762
2661,kinshasa,democratic republic of the congo,kinshasa,2314302
2662,kikwit,democratic republic of the congo,bandundu,2314705
2663,kasongo-lunda,democratic republic of the congo,bandundu,2315026
2664,kasangulu,democratic republic of the congo,bas-congo,2315057
2665,inongo,democratic republic of the congo,bandundu,2315417
2666,gemena,democratic republic of the congo,équateur,2315728
2667,bulungu,democratic republic of the congo,bandundu,2316259
2668,bolobo,democratic republic of the congo,bandundu,2316748
2669,bandundu,democratic republic of the congo,bandundu,2317397
2670,masina,democratic republic of the congo,kinshasa,2593460
2671,mobaye,central african republic,basse-kotto,237478
2672,ippy,central african republic,ouaka,238566
2673,bria,central african republic,haute-kotto,239899
2674,bangassou,central african republic,mbomou,240498
2675,bambari,central african republic,ouaka,240604
2676,sibut,central african republic,kémo,2383119
2677,paoua,central african republic,ouham-pendé,2383523
2678,nola,central african republic,sangha-mbaéré,2383827
2679,mbaïki,central african republic,lobaye,2384770
2680,kaga bandoro,central african republic,nana-grébizi,2386012
2681,damara,central african republic,ombella-mpoko,2387435
2682,carnot,central african republic,mambéré-kadéï,2387495
2683,bozoum,central african republic,ouham-pendé,2387546
2684,bouar,central african republic,nana-mambéré,2387926
2685,bossangoa,central african republic,ouham,2388036
2686,boda,central african republic,lobaye,2388614
2687,bimbo,central african republic,ombella-mpoko,2388873
2688,berbérati,central african republic,mambéré-kadéï,2389086
2689,batangafo,central african republic,ouham,2389691
2690,bangui,central african republic,bangui,2389853
2691,sibiti,republic of the congo,lékoumou,2255285
2692,pointe-noire,republic of the congo,pointe-noire,2255414
2693,owando,republic of the congo,cuvette,2255542
2694,ouésso,republic of the congo,sangha,2255564
2695,mossendjo,republic of the congo,niari,2256895
2696,madingou,republic of the congo,bouenza,2257990
2697,dolisie,republic of the congo,niari,2258261
2698,loandjili,republic of the congo,pointe-noire,2258378
2699,kayes,republic of the congo,bouenza,2259383
2700,impfondo,republic of the congo,likouala,2259655
2701,gamboma,republic of the congo,plateaux,2259947
2702,brazzaville,republic of the congo,brazzaville,2260535
2703,zürich,switzerland,zurich,2657896
2704,zug,switzerland,zug,2657908
2705,yverdon-les-bains,switzerland,vaud,2657941
2706,winterthur,switzerland,zurich,2657970
2707,wil,switzerland,saint gallen,2657996
2708,wettingen,switzerland,aargau,2658011
2709,vevey,switzerland,vaud,2658145
2710,vernier,switzerland,geneva,2658154
2711,uster,switzerland,zurich,2658216
2712,thun,switzerland,bern,2658377
2713,steffisburg,switzerland,bern,2658494
2714,sitten,switzerland,valais,2658576
2715,sierre,switzerland,valais,2658606
2716,zürich (kreis 11) / seebach,switzerland,zurich,2658656
2717,schaffhausen,switzerland,schaffhausen,2658761
2718,sankt gallen,switzerland,saint gallen,2658822
2719,renens,switzerland,vaud,2659070
2720,rapperswil,switzerland,saint gallen,2659099
2721,pully,switzerland,vaud,2659127
2722,onex,switzerland,geneva,2659296
2723,olten,switzerland,solothurn,2659297
2724,zürich (kreis 11) / oerlikon,switzerland,zurich,2659310
2725,nyon,switzerland,vaud,2659422
2726,neuchâtel,switzerland,neuchâtel,2659496
2727,muttenz,switzerland,basel-landschaft,2659522
2728,montreux,switzerland,vaud,2659601
2729,monthey,switzerland,valais,2659613
2730,meyrin,switzerland,geneva,2659667
2731,luzern,switzerland,lucerne,2659811
2732,lugano,switzerland,ticino,2659836
2733,littau,switzerland,lucerne,2659873
2734,le châtelard,switzerland,vaud,2659977
2735,lausanne,switzerland,vaud,2659994
2736,la chaux-de-fonds,switzerland,neuchâtel,2660076
2737,kriens,switzerland,lucerne,2660104
2738,kreuzlingen,switzerland,thurgau,2660108
2739,köniz,switzerland,bern,2660119
2740,kloten,switzerland,zurich,2660127
2741,jona,switzerland,saint gallen,2660221
2742,horgen,switzerland,zurich,2660305
2743,zürich (kreis 10) / höngg,switzerland,zurich,2660306
2744,herisau,switzerland,appenzell ausserrhoden,2660365
2745,grenchen,switzerland,solothurn,2660512
2746,gossau,switzerland,saint gallen,2660549
2747,genève,switzerland,geneva,2660646
2748,fribourg,switzerland,fribourg,2660718
2749,frauenfeld,switzerland,thurgau,2660727
2750,emmen,switzerland,lucerne,2660911
2751,dübendorf,switzerland,zurich,2660971
2752,dietikon,switzerland,zurich,2661015
2753,chur,switzerland,grisons,2661169
2754,carouge,switzerland,geneva,2661265
2755,biel/bienne,switzerland,bern,2661513
2756,bern,switzerland,bern,2661552
2757,bellinzona,switzerland,ticino,2661567
2758,basel,switzerland,basel-city,2661604
2759,baden,switzerland,aargau,2661646
2760,baar,switzerland,zug,2661653
2761,zürich (kreis 4),switzerland,zurich,2661666
2762,allschwil,switzerland,basel-landschaft,2661810
2763,adliswil,switzerland,zurich,2661861
2764,aarau,switzerland,aargau,2661881
2765,riehen,switzerland,basel-city,3206590
2766,zürich (kreis 10) / wipkingen,switzerland,zurich,6295475
2767,zürich (kreis 11) / affoltern,switzerland,zurich,6295484
2768,zürich (kreis 2) / wollishofen,switzerland,zurich,6295495
2769,zürich (kreis 3) / sihlfeld,switzerland,zurich,6295498
2770,zürich (kreis 6) / unterstrass,switzerland,zurich,6295504
2771,zürich (kreis 9) / albisrieden,switzerland,zurich,6295512
2772,zürich (kreis 9) / altstetten,switzerland,zurich,6295513
2773,stadt winterthur (kreis 1),switzerland,zurich,6295520
2774,zürich (kreis 12),switzerland,zurich,6295523
2775,seen (kreis 3),switzerland,zurich,6295531
2776,zürich (kreis 3),switzerland,zurich,6295532
2777,zürich (kreis 11),switzerland,zurich,6295533
2778,zürich (kreis 9),switzerland,zurich,6295534
2779,oberwinterthur (kreis 2),switzerland,zurich,6295536
2780,zürich (kreis 10),switzerland,zurich,6295539
2781,zürich (kreis 2),switzerland,zurich,6295540
2782,zürich (kreis 8),switzerland,zurich,6295542
2783,zürich (kreis 7),switzerland,zurich,6295548
2784,zürich (kreis 6),switzerland,zurich,6295550
2785,lancy,switzerland,geneva,6691640
2786,zuénoula,ivory coast,marahoué,2279172
2787,yamoussoukro,ivory coast,lacs,2279755
2788,vavoua,ivory coast,haut-sassandra,2280045
2789,toumodi,ivory coast,lacs,2280316
2790,touba,ivory coast,bafing,2280376
2791,tengrela,ivory coast,savanes,2280589
2792,tiassalé,ivory coast,lagunes,2280761
2793,tanda,ivory coast,zanzan,2280995
2794,tabou,ivory coast,bas-sassandra,2281120
2795,sinfra,ivory coast,zanzan,2281606
2796,sassandra,ivory coast,bas-sassandra,2281951
2797,san-pédro,ivory coast,bas-sassandra,2282006
2798,sakassou,ivory coast,vallée du bandama,2282178
2799,oumé,ivory coast,fromager,2282827
2800,odienné,ivory coast,denguélé,2283016
2801,mankono,ivory coast,worodougou,2284589
2802,man,ivory coast,dix-huit montagnes,2284647
2803,lakota,ivory coast,sud-bandama,2285449
2804,korhogo,ivory coast,savanes,2286304
2805,katiola,ivory coast,vallée du bandama,2287298
2806,issia,ivory coast,haut-sassandra,2287790
2807,guiglo,ivory coast,dix-huit montagnes,2287958
2808,grand-bassam,ivory coast,sud-comoé,2288115
2809,affery,ivory coast,lagunes,2288118
2810,gagnoa,ivory coast,fromager,2288829
2811,ferkessédougou,ivory coast,savanes,2289049
2812,duekoué,ivory coast,dix-huit montagnes,2289549
2813,divo,ivory coast,sud-bandama,2289887
2814,dimbokro,ivory coast,lacs,2289983
2815,daoukro,ivory coast,nʼzi-comoé,2290412
2816,danané,ivory coast,dix-huit montagnes,2290462
2817,daloa,ivory coast,haut-sassandra,2290486
2818,dabou,ivory coast,lagunes,2290582
2819,boundiali,ivory coast,savanes,2290836
2820,bouna,ivory coast,zanzan,2290849
2821,bouaké,ivory coast,vallée du bandama,2290956
2822,bouaflé,ivory coast,marahoué,2290964
2823,bonoua,ivory coast,sud-comoé,2291087
2824,bongouanou,ivory coast,lacs,2291113
2825,bondoukou,ivory coast,zanzan,2291136
2826,bingerville,ivory coast,lagunes,2291580
2827,biankouma,ivory coast,dix-huit montagnes,2291666
2828,béoumi,ivory coast,vallée du bandama,2291779
2829,bangolo,ivory coast,dix-huit montagnes,2292179
2830,arrah,ivory coast,lacs,2292755
2831,anyama,ivory coast,lagunes,2292852
2832,akoupé,ivory coast,lagunes,2293107
2833,agnibilékrou,ivory coast,moyen-comoé,2293260
2834,agboville,ivory coast,agnéby,2293268
2835,adzopé,ivory coast,lagunes,2293342
2836,adiaké,ivory coast,sud-comoé,2293428
2837,aboisso,ivory coast,sud-comoé,2293507
2838,abobo,ivory coast,lagunes,2293521
2839,abidjan,ivory coast,lagunes,2293538
2840,abengourou,ivory coast,moyen-comoé,2293549
2841,séguéla,ivory coast,worodougou,2596934
2842,soubré,ivory coast,bas-sassandra,2598243
2843,avarua,cook islands,,4035715
2844,viña del mar,chile,valparaíso,3868121
2845,villarrica,chile,araucanía,3868158
2846,villa alemana,chile,valparaíso,3868192
2847,victoria,chile,araucanía,3868326
2848,valparaíso,chile,valparaíso,3868626
2849,vallenar,chile,atacama,3868633
2850,valdivia,chile,los ríos,3868707
2851,tomé,chile,biobío,3869657
2852,tocopilla,chile,antofagasta,3869716
2853,temuco,chile,araucanía,3870011
2854,talcahuano,chile,biobío,3870282
2855,talca,chile,maule,3870294
2856,talagante,chile,santiago metropolitan,3870306
2857,san vicente de tagua tagua,chile,o'higgins,3871276
2858,san vicente,chile,o'higgins,3871286
2859,santiago,chile,santiago metropolitan,3871336
2860,santa cruz,chile,o'higgins,3871616
2861,san javier,chile,maule,3872154
2862,san felipe,chile,valparaíso,3872255
2863,san carlos,chile,biobío,3872326
2864,san bernardo,chile,santiago metropolitan,3872348
2865,san antonio,chile,valparaíso,3872395
2866,río bueno,chile,los ríos,3873145
2867,rengo,chile,o'higgins,3873441
2868,rancagua,chile,o'higgins,3873775
2869,quilpué,chile,valparaíso,3874096
2870,quillota,chile,valparaíso,3874119
2871,punta arenas,chile,magallanes,3874787
2872,puerto varas,chile,los lagos,3874930
2873,puerto quellón,chile,los lagos,3874943
2874,puerto natales,chile,magallanes,3874958
2875,puerto montt,chile,los lagos,3874960
2876,puerto aisén,chile,aisén,3874997
2877,puente alto,chile,santiago metropolitan,3875024
2878,pucón,chile,araucanía,3875070
2879,penco,chile,biobío,3876664
2880,peñaflor,chile,santiago metropolitan,3876685
2881,parral,chile,maule,3877146
2882,panguipulli,chile,araucanía,3877348
2883,paine,chile,santiago metropolitan,3877739
2884,ovalle,chile,coquimbo,3877918
2885,osorno,chile,los lagos,3877949
2886,nueva imperial,chile,araucanía,3878456
2887,nacimiento,chile,biobío,3879123
2888,mulchén,chile,biobío,3879200
2889,molina,chile,maule,3879627
2890,melipilla,chile,santiago metropolitan,3880107
2891,machalí,chile,o'higgins,3881102
2892,lota,chile,biobío,3881276
2893,los ángeles,chile,biobío,3882428
2894,los andes,chile,valparaíso,3882434
2895,loncoche,chile,araucanía,3882582
2896,llaillay,chile,valparaíso,3883035
2897,linares,chile,maule,3883167
2898,limache,chile,valparaíso,3883214
2899,lebu,chile,biobío,3883457
2900,lautaro,chile,araucanía,3883615
2901,la unión,chile,los ríos,3883629
2902,la serena,chile,coquimbo,3884373
2903,lampa,chile,santiago metropolitan,3885273
2904,la ligua,chile,valparaíso,3885456
2905,la laja,chile,biobío,3885509
2906,iquique,chile,tarapacá,3887127
2907,illapel,chile,coquimbo,3887344
2908,hacienda la calera,chile,valparaíso,3888214
2909,graneros,chile,o'higgins,3888749
2910,frutillar,chile,los lagos,3889263
2911,el monte,chile,santiago metropolitan,3890949
2912,diego de almagro,chile,atacama,3892454
2913,curicó,chile,maule,3892870
2914,curanilahue,chile,biobío,3892892
2915,coronel,chile,biobío,3893532
2916,coquimbo,chile,coquimbo,3893629
2917,copiapó,chile,atacama,3893656
2918,constitución,chile,maule,3893726
2919,concepción,chile,biobío,3893894
2920,collipulli,chile,araucanía,3894177
2921,coihaique,chile,aisén,3894426
2922,chimbarongo,chile,o'higgins,3895061
2923,chillán,chile,biobío,3895088
2924,chiguayante,chile,biobío,3895138
2925,chicureo abajo,chile,santiago metropolitan,3895165
2926,cauquenes,chile,maule,3896105
2927,castro,chile,los lagos,3896218
2928,cartagena,chile,valparaíso,3896433
2929,cañete,chile,biobío,3896924
2930,calama,chile,antofagasta,3897347
2931,cabrero,chile,biobío,3897557
2932,buin,chile,santiago metropolitan,3897774
